evaluator_only,policy_name,policy_kind,fold,aggregation,policy_auroc,oracle_auroc,oracle_regret,policy_ap,oracle_ap,ap_regret,policy_f1,oracle_f1,f1_regret
True,multinomial_logistic_metadata,realizable_policy,fold3,micro,0.51764818651,0.539480834437,0.0218326479269,0.75358323744,0.762939095694,0.00935585825404,0.186974789916,0.267942583732,0.0809677938161
True,multinomial_logistic_metadata,realizable_policy,fold3,macro_category,0.614234023273,0.621449591158,0.0072155678855,0.812306880539,0.813165907722,0.000859027182745,0.149784095856,0.200316537757,0.0505324419007
True,multinomial_logistic_metadata,realizable_policy,fold3,macro_run,0.659413025224,0.676770821788,0.0173577965646,0.841396512276,0.849978217243,0.00858170496683,0.0972051175289,0.128965922944,0.0317608054154
True,multinomial_logistic_metadata,realizable_policy,fold4,micro,0.516430604304,0.521979353551,0.00554874924679,0.756875094397,0.758226968201,0.00135187380399,0.187795069068,0.251043231514,0.0632481624459
True,multinomial_logistic_metadata,realizable_policy,fold4,macro_category,0.623086748217,0.627364143511,0.00427739529359,0.82229375827,0.825133436424,0.00283967815449,0.148783340068,0.21409639715,0.0653130570812
True,multinomial_logistic_metadata,realizable_policy,fold4,macro_run,0.674045426646,0.679746652069,0.00570122542299,0.852675677655,0.85541298778,0.00273731012496,0.097202810717,0.141258500969,0.0440556902517
True,random_seeded,realizable_policy,fold0,micro,0.507532945466,0.522373299108,0.0148403536425,0.735668876716,0.758494100058,0.0228252233421,0.372866260947,0.190792928409,-0.182073332538
True,random_seeded,realizable_policy,fold0,macro_category,0.548212927309,0.623789814855,0.0755768875451,0.744452137709,0.81708148134,0.072629343631,0.368570868669,0.159286457032,-0.209284411636
True,random_seeded,realizable_policy,fold0,macro_run,0.554278452636,0.677933061132,0.123654608496,0.753159360575,0.852601991298,0.0994426307235,0.353018077956,0.103967489953,-0.249050588002
True,random_seeded,realizable_policy,fold1,micro,0.497819735279,0.528047264105,0.0302275288262,0.729549517476,0.759342394029,0.0297928765533,0.379572724612,0.25751786011,-0.122054864503
True,random_seeded,realizable_policy,fold1,macro_category,0.546018807048,0.622438105016,0.0764192979684,0.743420034972,0.815235789251,0.0718157542797,0.381091203082,0.223896596627,-0.157194606455
True,random_seeded,realizable_policy,fold1,macro_run,0.555328576042,0.693018399989,0.137689823947,0.755483921071,0.85755051894,0.102066597869,0.371314574131,0.139593579755,-0.231720994376
True,random_seeded,realizable_policy,fold2,micro,0.496978970563,0.518975452181,0.0219964816183,0.731822701207,0.756993133168,0.0251704319604,0.381638958364,0.25751503006,-0.124123928304
True,random_seeded,realizable_policy,fold2,macro_category,0.543549818047,0.612283251385,0.0687334333379,0.746033317169,0.815069863864,0.0690365466951,0.38488528464,0.213177414597,-0.171707870044
True,random_seeded,realizable_policy,fold2,macro_run,0.554301878988,0.672594238137,0.118292359149,0.758656676102,0.8479055824,0.0892489062987,0.373022696861,0.145106483089,-0.227916213772
True,random_seeded,realizable_policy,fold3,micro,0.5062563193,0.539480834437,0.0332245151374,0.734255315556,0.762939095694,0.0286837801376,0.387058995755,0.267942583732,-0.119116412023
True,random_seeded,realizable_policy,fold3,macro_category,0.548485000001,0.621449591158,0.0729645911573,0.745485176478,0.813165907722,0.0676807312441,0.383718907543,0.200316537757,-0.183402369786
True,random_seeded,realizable_policy,fold3,macro_run,0.555731280722,0.676770821788,0.121039541067,0.753885022715,0.849978217243,0.0960931945273,0.371901958474,0.128965922944,-0.24293603553
True,random_seeded,realizable_policy,fold4,micro,0.498426771021,0.521979353551,0.0235525825296,0.730394147828,0.758226968201,0.0278328203728,0.380882782812,0.251043231514,-0.129839551298
True,random_seeded,realizable_policy,fold4,macro_category,0.543000358376,0.627364143511,0.0843637851344,0.743696970599,0.825133436424,0.0814364658249,0.379774348888,0.21409639715,-0.165677951738
True,random_seeded,realizable_policy,fold4,macro_run,0.550857413181,0.679746652069,0.128889238888,0.754122362831,0.85541298778,0.101290624949,0.370382748871,0.141258500969,-0.229124247903
True,run_level_oracle,evaluator_only_reference,fold0,micro,0.522373299108,0.522373299108,0,0.758494100058,0.758494100058,0,0.190792928409,0.190792928409,0
True,run_level_oracle,evaluator_only_reference,fold0,macro_category,0.623789814855,0.623789814855,0,0.81708148134,0.81708148134,0,0.159286457032,0.159286457032,0
True,run_level_oracle,evaluator_only_reference,fold0,macro_run,0.677933061132,0.677933061132,0,0.852601991298,0.852601991298,0,0.103967489953,0.103967489953,0
True,run_level_oracle,evaluator_only_reference,fold1,micro,0.528047264105,0.528047264105,0,0.759342394029,0.759342394029,0,0.25751786011,0.25751786011,0
True,run_level_oracle,evaluator_only_reference,fold1,macro_category,0.622438105016,0.622438105016,0,0.815235789251,0.815235789251,0,0.223896596627,0.223896596627,0
True,run_level_oracle,evaluator_only_reference,fold1,macro_run,0.693018399989,0.693018399989,0,0.85755051894,0.85755051894,0,0.139593579755,0.139593579755,0
True,run_level_oracle,evaluator_only_reference,fold2,micro,0.518975452181,0.518975452181,0,0.756993133168,0.756993133168,0,0.25751503006,0.25751503006,0
True,run_level_oracle,evaluator_only_reference,fold2,macro_category,0.612283251385,0.612283251385,0,0.815069863864,0.815069863864,0,0.213177414597,0.213177414597,0
True,run_level_oracle,evaluator_only_reference,fold2,macro_run,0.672594238137,0.672594238137,0,0.8479055824,0.8479055824,0,0.145106483089,0.145106483089,0
True,run_level_oracle,evaluator_only_reference,fold3,micro,0.539480834437,0.539480834437,0,0.762939095694,0.762939095694,0,0.267942583732,0.267942583732,0
True,run_level_oracle,evaluator_only_reference,fold3,macro_category,0.621449591158,0.621449591158,0,0.813165907722,0.813165907722,0,0.200316537757,0.200316537757,0
True,run_level_oracle,evaluator_only_reference,fold3,macro_run,0.676770821788,0.676770821788,0,0.849978217243,0.849978217243,0,0.128965922944,0.128965922944,0
True,run_level_oracle,evaluator_only_reference,fold4,micro,0.521979353551,0.521979353551,0,0.758226968201,0.758226968201,0,0.251043231514,0.251043231514,0
True,run_level_oracle,evaluator_only_reference,fold4,macro_category,0.627364143511,0.627364143511,0,0.825133436424,0.825133436424,0,0.21409639715,0.21409639715,0
True,run_level_oracle,evaluator_only_reference,fold4,macro_run,0.679746652069,0.679746652069,0,0.85541298778,0.85541298778,0,0.141258500969,0.141258500969,0
